,V1
S5205,mitochondrial phosphate carrier deficiency
S5206,progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant, 2
S5207,achondrogenesis type 1b
S5208,atelosteogenesis type 2
S5209,diastrophic dysplasia
S5210,epiphyseal dysplasia, multiple, 4
S5211,pendred syndrome
S5212,ichthyosis prematurity syndrome
S5213,histiocytosis, sinus
S5214,histiocytosis with joint contractures and sensorineural deafness
S5215,de vivo disease
S5216,glut1 deficiency syndrome 2
S5217,arterial tortuosity syndrome
S5218,fanconi-bickel syndrome
S5219,hypouricemia, renal, 2
S5220,spastic paraplegia 42, autosomal dominant
S5221,nephrolithiasis/osteoporosis, hypophosphatemic, 1
S5222,pulmonary alveolar microlithiasis
S5223,testicular microlithiasis
S5224,hypophosphatemic rickets with hypercalciuria, hereditary
S5225,congenital disorder of glycosylation, type iif
S5226,congenital disorder of glycosylation, type 2c
S5227,schneckenbecken dysplasia
S5228,hyperglycinuria
S5229,iminoglycinuria
S5230,glycogen storage disease ib
S5231,glycogen storage disease ic
S5232,spondylocheirodysplasia, ehlers-danlos syndrome-like
S5233,hemochromatosis, type 4
S5234,oculocutaneous albinism, type iv
S5235,folate malabsorption, hereditary
S5236,autosomal dominant distal renal tubular acidosis
S5237,elliptocytosis, hereditary
S5238,renal tubular acidosis, distal, with hemolytic anemia
S5239,spherocytosis, type 4
S5240,corneal dystrophy and perceptive deafness
S5241,corneal dystrophy, fuchs endothelial, 4
S5242,corneal endothelial dystrophy type 2
S5243,renal tubular acidosis, proximal, with ocular abnormalities and mental retardation
S5244,brown-vialetto-van laere syndrome
S5245,glucose/galactose malabsorption
S5246,thyroid dyshormonogenesis 1
S5247,body mass index quantitative trait locus 11
S5248,hartnup disease
S5249,parkinsonism-dystonia, infantile
S5250,superior mesenteric artery syndrome
S5251,lysinuric protein intolerance
S5252,nephrolithiasis/osteoporosis, hypophosphatemic, 2
S5253,mental retardation, x-linked, syndromic, christianson type
S5254,loeys-dietz syndrome
S5255,growth mental deficiency syndrome of myhre
S5256,juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome
S5257,nicolaides baraitser syndrome
S5258,rhabdoid tumor predisposition syndrome 2
S5259,schimke immunoosseous dysplasia
S5260,rhabdoid tumor predisposition syndrome 1
S5261,cdls, x-linked
S5262,spinal muscular atrophies of childhood
S5263,spinal muscular atrophy 4
S5264,niemann-pick diseases
S5265,niemann-pick disease, type a
S5266,niemann-pick disease, type b
S5267,snyder robinson syndrome
S5268,waardenburg syndrome, type 2d
S5269,cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome
S5270,parkinson disease 1, autosomal dominant
S5271,retinitis pigmentosa 33
S5272,long qt syndrome 12
S5273,microcephaly, microphthalmia, ectrodactyly of lower limbs, and prognathism
S5274,mental retardation, anterior maxillary protrusion, and strabismus
S5275,dermatitis, atopic, 4
S5276,microvascular complications of diabetes, susceptibility to, 6
S5277,noonan syndrome 4
S5278,sclerosteosis
S5279,peripheral demyelinating neuropathy, central dysmyelination, waardenburg syndrome, and hirschsprung disease
S5280,waardenburg syndrome, type 4c
S5281,yemenite deaf-blind hypopigmentation syndrome
S5282,hypotrichosis-lymphedema-telangiectasia syndrome
S5283,microphthalmia, syndromic 3
S5284,mental retardation, x-linked, with panhypopituitarism
S5285,panhypopituitarism x-linked
S5286,campomelic dysplasia
S5287,hepatic venoocclusive disease with immunodeficiency
S5288,spastic paraplegia 4, autosomal dominant
S5289,spastic paraplegia 11, autosomal recessive
S5290,spastic paraplegia 20, autosomal recessive
S5291,mast syndrome
S5292,spastic paraplegia 7, autosomal recessive
S5293,tropical calcific pancreatitis
S5294,netherton syndrome
S5295,diarrhea 3, secretory sodium, congenital
S5296,dystonia, dopa-responsive, due to sepiapterin reductase deficiency
S5297,legius syndrome
S5298,elliptocytosis 2
S5299,pyropoikilocytosis, hereditary
S5300,spherocytosis, type 3
S5301,epileptic encephalopathy, early infantile, 5
S5302,neuropathy, hereditary sensory and autonomic, type ia
S5303,neuropathy, hereditary sensory and autonomic, type ic
S5304,pseudovaginal perineoscrotal hypospadias
S5305,congenital disorder of glycosylation, type iq
S5306,perisylvian syndrome
S5307,rolandic epilepsy, mental retardation, and speech dyspraxia, x-linked
S5308,46,xx gonadal dysgenesis, complete, sry-positive
S5309,46,xy sex reversal 1
S5310,ichthyosis with hypotrichosis, autosomal recessive
S5311,amish infantile epilepsy syndrome
S5312,hyper-ige recurrent infection syndrome, autosomal dominant
S5313,growth hormone insensitivity with immunodeficiency
S5314,microcephaly 7, primary, autosomal recessive
S5315,immune dysfunction with t-cell inactivation due to calcium entry defect 2
S5316,microphthalmia, syndromic 9
S5317,polyhydramnios, megalencephaly, and symptomatic epilepsy
S5318,deafness, autosomal recessive 16
S5319,hemophagocytic lymphohistiocytosis, familial, 4
S5320,epileptic encephalopathy, early infantile, 4
S5321,mitochondrial dna depletion syndrome 2 (myopathic type)
S5322,mitochondrial dna depletion syndrome 5 (encephalomyopathic with methylmalonic aciduria)
S5323,mitochondrial dna depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)
S5324,multiple sulfatase deficiency disease
S5325,orofacial cleft 10
S5326,diabetes mellitus, insulin-dependent, 5
S5327,sulfite oxidase deficiency
S5328,spermatogenic failure 4
S5329,epilepsy, x-linked, with variable learning disabilities and behavior disorders
S5330,spinocerebellar ataxia, autosomal recessive 8
S5331,mental retardation, autosomal dominant 5
S5332,mental retardation, x-linked 96
S5333,corneal dystrophy, gelatinous drop-like
S5334,dystonia 3, torsion, x-linked
S5335,diabetes mellitus, insulin-dependent, 21
S5336,transaldolase deficiency
S5337,myeloproliferative syndrome, transient
S5338,bare lymphocyte syndrome, type i
S5339,amyotrophic lateral sclerosis 10
S5340,thiourea tasting
S5341,barth syndrome
S5342,hypoparathyroidism-retardation-dysmorphism syndrome
S5343,kenny caffey syndrome
S5344,kenny-caffey syndrome, type 1
S5345,spinocerebellar ataxia 17
S5346,cousin syndrome
S5347,pelviscapular dysplasia
S5348,atrial septal defect 4
S5349,cleft palate x-linked
S5350,ulnar-mammary syndrome
S5351,ischiopatellar dysplasia
S5352,holt-oram syndrome
S5353,ghosal hematodiaphyseal dysplasia
S5354,cardiomyopathy, dilated, 1n
S5355,muscular dystrophy, limb-girdle, type 2g
S5356,transcobalamin ii deficiency
S5357,spinocerebellar ataxia, autosomal recessive, with axonal neuropathy
S5358,sveinsson chorioretinal atrophy
S5359,deafness, autosomal dominant 12
S5360,deafness, autosomal recessive 21
S5361,venous malformations, multiple cutaneous and mucosal
S5362,dyskeratosis congenita, autosomal dominant
S5363,congenital atransferrinemia
S5364,char syndrome
S5365,hemochromatosis, type 3
S5366,arenaviridae infections
S5367,thyroid dyshormonogenesis 3
S5368,camurati-engelmann syndrome
S5369,arrhythmogenic right ventricular dysplasia, familial, 1
S5370,corneal dystrophy, epithelial basement membrane
S5371,corneal dystrophy, lattice type iiia
S5372,corneal dystrophy of bowman layer, type 1
S5373,groenouw type i corneal dystrophy
S5374,lattice corneal dystrophy type 1
S5375,loeys-dietz syndrome, type 1a
S5376,loeys-dietz syndrome, type 2a
S5377,aortic aneurysm, familial thoracic 3
S5378,hernia, inguinal
S5379,loeys-dietz syndrome, type 1b
S5380,holoprosencephaly 4
S5381,lamellar ichthyosis, type 1
S5382,peeling skin syndrome
S5383,peeling skin syndrome, acral type
S5384,dystonia 6, torsion
S5385,thyroid hormone resistance, generalized, autosomal dominant
S5386,thyroid hormone resistance, generalized, autosomal recessive
S5387,thyroid hormone resistance, selective pituitary
S5388,jensen syndrome
S5389,mohr-tranebjaerg syndrome
S5390,fundus dystrophy, pseudoinflammatory, of sorsby
S5391,revesz debuse syndrome
S5392,korsakoff syndrome
S5393,atrial septal defect 6
S5394,macular degeneration, age-related, 10
S5395,deafness, autosomal dominant 36
S5396,deafness, autosomal recessive 7
S5397,epidermodysplasia verruciformis
S5398,optic atrophy 7
S5399,joubert syndrome 2
S5400,meckel syndrome type 2
S5401,arrhythmogenic right ventricular dysplasia, familial, 5
S5402,joubert syndrome 6
S5403,meckel syndrome type 3
S5404,nephronophthisis 11
S5405,deafness, autosomal recessive 6
S5406,cardiomyopathy, dilated, 1t
S5407,enterokinase deficiency
S5408,deafness, autosomal recessive 8
S5409,iron-refractory iron deficiency anemia
S5410,osteopetrosis, autosomal recessive 7
S5411,polyostotic osteolytic dysplasia, hereditary expansile
S5412,paget disease, juvenile
S5413,immunoglobulin a deficiency 2
S5414,periodic fever, familial, autosomal dominant
S5415,osteopetrosis, autosomal recessive 2
S5416,cardiomyopathy, dilated, 1z
S5417,cardiomyopathy, familial hypertrophic, 13
S5418,cardiomyopathy, dilated, 1ff
S5419,cardiomyopathy, dilated, 2a
S5420,cardiomyopathy, familial hypertrophic, 7
S5421,cardiomyopathy, familial restrictive, 1
S5422,nemaline myopathy 5
S5423,cardiomyopathy, dilated, 1d
S5424,cardiomyopathy, familial hypertrophic, 2
S5425,cardiomyopathy, familial restrictive, 3
S5426,ehlers-danlos syndrome caused by tenascin-x deficiency
S5427,keratosis palmoplantaris with esophageal cancer
S5428,retinitis pigmentosa 31
S5429,dystonia musculorum deformans type 1
S5430,adrenocortical carcinoma, hereditary
S5431,papilloma, choroid plexus
S5432,ectrodactyly-cleft lip/palate syndrome
S5433,ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3
S5434,hay-wells syndrome
S5435,limb-mammary syndrome
S5436,propping zerres syndrome
S5437,rapp-hodgkin syndrome
S5438,split-hand/foot malformation 4
S5439,cardiomyopathy, dilated, 1y
S5440,cardiomyopathy, familial hypertrophic, 3
S5441,arthrogryposis, distal, type 1a
S5442,nemaline myopathy 4
S5443,nemaline myopathy 1
S5444,thiopurine s-methyltransferase deficiency
S5445,thyroid dyshormonogenesis 2a
S5446,ceroid lipofuscinosis, neuronal, 2
S5447,deafness, autosomal recessive 79
S5448,spondyloepiphyseal dysplasia tarda, x-linked
S5449,mental retardation, autosomal recessive 13
S5450,trehalase deficiency
S5451,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy
S5452,chilblain lupus
S5453,vasculopathy, retinal, with cerebral leukodystrophy
S5454,coma, post-head injury
S5455,thyrotropin-releasing hormone deficiency
S5456,limb-girdle muscular dystrophy type 2h
S5457,mulibrey nanism
S5458,deafness, autosomal recessive 28
S5459,achondrogenesis type 1a
S5460,deafness, aminoglycoside-induced
S5461,liver failure, infantile, transient
S5462,night blindness, congenital stationary, type 1c
S5463,hypomagnesemia 1, intestinal
S5464,amyotrophic lateral sclerosis-parkinsonism/dementia complex 1
S5465,langer-giedion syndrome
S5466,trichorhinophalangeal syndrome type 2
S5467,trichorhinophalangeal syndrome, type i
S5468,trichorhinophalangeal syndrome, type iii
S5469,brachyolmia type 3
S5470,hereditary motor and sensory neuropathy, type iic
S5471,metatropic dwarfism
S5472,parastremmatic dwarfism
S5473,scapuloperoneal spinal muscular atrophy
S5474,sodium serum level quantitative trait locus 1
S5475,spondyloepiphyseal dysplasia, maroteaux type
S5476,focal cortical dysplasia of taylor
S5477,pontocerebellar hypoplasia, type 2b
S5478,pontocerebellar hypoplasia, type 2c
S5479,pontocerebellar hypoplasia, type 2a
S5480,pontocerebellar hypoplasia, type 4
S5481,combined oxidative phosphorylation deficiency 3
S5482,hypothyroidism, congenital, nongoitrous, 4
S5483,hyperthyroidism, familial gestational
S5484,hyperthyroidism, nonautoimmune
S5485,exudative vitreoretinopathy 5
S5486,mental retardation, x-linked 58
S5487,sudden infant death with dysgenesis of the testes syndrome
S5488,spinocerebellar ataxia 11
S5489,retinitis pigmentosa 51
S5490,cardiomyopathy, dilated, 1g
S5491,cardiomyopathy, familial hypertrophic, 9
S5492,distal myopathy markesbery-griggs type
S5493,hereditary myopathy with early respiratory failure
S5494,muscular dystrophy, limb-girdle, type 2j
S5495,myopathy, early-onset, with fatal cardiomyopathy
S5496,amyloidosis, hereditary, transthyretin-related
S5497,dystransthyretinemic euthyroidal hyperthyroxinemia
S5498,polymicrogyria with optic nerve hypoplasia
S5499,macrothrombocytopenia, autosomal dominant, tubb1-related
S5500,polymicrogyria, symmetric or asymmetric
S5501,combined oxidative phosphorylation deficiency 4
S5502,leber congenital amaurosis 15
S5503,retinitis pigmentosa 14
S5504,mental retardation, autosomal recessive 7
S5505,saethre-chotzen syndrome with eyelid anomalies
S5506,tyrosine kinase 2 deficiency
S5507,mitochondrial neurogastrointestinal encephalopathy syndrome
S5508,oculocutaneous albinism type 1
S5509,oculocutaneous albinism type 1b
S5510,oculocutaneous albinism type 3
S5511,arthrogryposis multiplex congenita, distal, x-linked
S5512,corneal dystrophy, crystalline, of schnyder
S5513,johanson blizzard syndrome
S5514,parkinson disease 5, autosomal dominant
S5515,gilbert disease
S5516,crigler najjar syndrome, type 1
S5517,crigler najjar syndrome, type 2
S5518,hyperbilirubinemia, transient familial neonatal
S5519,glomerulocystic kidney disease with hyperuricemia and isosthenuria
S5520,hyperuricemic nephropathy, familial juvenile, 1
S5521,medullary cystic kidney disease 2
S5522,oroticaciduria 1
S5523,hemophagocytic lymphohistiocytosis, familial, 3
S5524,immunodeficiency with hyper-igm, type 5
S5525,beta-ureidopropionase deficiency
S5526,mental retardation, x-linked, syndromic 14
S5527,urocanase deficiency
S5528,porphyria, erythropoietic
S5529,poikiloderma with neutropenia
S5530,deafness, autosomal recessive 18a
S5531,usher syndrome, type 1c
S5532,usher syndrome, type ig
S5533,usher syndrome, type 2a
S5534,sertoli cell-only syndrome
S5535,cystocele
S5536,sacral defect and anterior sacral meningocele
S5537,amyotrophic lateral sclerosis 8
S5538,spinal muscular atrophy, proximal, adult, autosomal dominant
S5539,cardiomyopathy, dilated, 1w
S5540,cardiomyopathy, familial hypertrophic, 15
S5541,inclusion body myopathy with early-onset paget disease and frontotemporal dementia
S5542,vitamin d-dependent rickets, type 2a
S5543,arthrogryposis renal dysfunction cholestasis syndrome
S5544,vitamin k-dependent clotting factors, combined deficiency of, 2
S5545,dysequilibrium syndrome
S5546,myopathy, x-linked, with excessive autophagy
S5547,neuroacanthocytosis
S5548,cohen syndrome
S5549,corneal dystrophies, hereditary
S5550,keratoconus 1
S5551,microphthalmia, isolated 2
S5552,microphthalmia, isolated, with coloboma 3
S5553,von willebrand disease, type 1
S5554,von willebrand disease, type 2
S5555,von willebrand disease, type 3
S5556,neutropenia, severe congenital, x-linked
S5557,wiskott-aldrich syndrome
S5558,cranioectodermal dysplasia 2
S5559,glaucoma 1, open angle, g
S5560,pachygyria with mental retardation, seizures, and arachnoid cysts
S5561,amelogenesis imperfecta, hypomaturation type, iia3
S5562,deafness, autosomal dominant 6
S5563,arthropathy, progressive pseudorheumatoid, of childhood
S5564,neuropathy, hereditary sensory and autonomic, type iia
S5565,odontoonychodermal dysplasia
S5566,schopf-schulz-passarge syndrome
S5567,split-hand/foot malformation 6
S5568,tetra-amelia autosomal recessive
S5569,46,xx sex reversal with dysgenesis of kidneys, adrenals, and lungs
S5570,mullerian aplasia and hyperandrogenism
S5571,rokitansky kuster hauser syndrome
S5572,al awadi syndrome
S5573,fibular aplasia or hypoplasia, femoral bowing and poly-, syn-, and oligodactyly
S5574,denys-drash syndrome
S5575,frasier syndrome
S5576,meacham winn culler syndrome
S5577,nephrotic syndrome, type 4
S5578,wilson-turner x-linked mental retardation syndrome
